Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling,KRR_Predicted_log10
md_039.out,0.00036463276,-4501.01984446,-4501.02305373,-0.0873287296861006,-9002.04289819,-0.0026823787,8.152475007223856,8.279681619446789,7.402616002439138,13.032564952616962,7.865581914907886,1.4457797121260845,slater_111_md,train,0.0003646326,-3.438145,8.152473,1.03665,1.007851,0.9835668,0.5023339,-0.8646737,1.0,-3.764919e-06,1.445824,-0.9984133,0.05631112,5.700035e-08,3.331092e-08,3.91537e-08,-0.002682379,1.664976e-07,2.609668e-06,,3.91537e-08,1.5330122236899999e-15,3.91537e-08,-7.407216099211362,-3.4357687318136034,-3.3868568390594027
md_093.out,0.00035919048,-4501.01999077,-4501.02171716,-0.0469774888441139,-9002.041707929999,0.0007069342,6.14826327869063,6.2096108608951495,6.029280937966068,11.013295381839397,6.136726342363573,0.8707041401367922,slater_111_md,test,0.0003591903,-3.444675,6.148273,0.8211817,-0.2896853,0.9991658,-0.3183131,0.9479856,1.0,2.237157e-05,0.8707795,0.2126122,-0.9771367,1.449286e-05,9.363061e-06,8.782363e-06,0.0007069342,2.020934e-05,0.0001584457,,8.782363e-06,7.712989986376899e-11,8.782363e-06,-5.056388566785793,-3.4422637050306086,
geom_117.out,0.00035646934,-4501.0204855,-4501.02048519,8.435543785344636e-06,-9002.040970689999,-0.0009574583,5.999731297603967,9.433981132056603,6.000445456314056,16.894842960814994,6.986169274287591,7.280331335629677,704_systematic,test,0.0003564693,-3.447978,5.999731,7.037596,1.864261,1.0,1.0,-2.775558e-16,1.0,0.0,7.280331,0.509829,0.8602758,-1.401518e-05,-9.543049e-06,-8.066109e-06,,-3.211382e-06,0.0001203787,,-8.066109e-06,6.5062114399881e-11,8.066109e-06,-5.093335859681827,-3.445547983756954,
geom_377.out,0.00035646934,-4501.02122913,-4501.06354563,-1.1514912080806192,-9002.08477476,0.0004493575,6.96879940101374,7.869206255162651,5.408186000875802,13.645254096746935,6.535100934631768,3.655166479754588,704_systematic,train,0.0003564693,-3.447978,6.968949,3.13121,1.885565,0.8660255,0.9657532,0.2594625,-0.5654229,-0.8248011,3.655111,-0.5624115,0.8268575,6.459498e-05,3.968684e-05,3.685066e-05,,1.263217e-05,0.0004680825,0.010075,3.685066e-05,1.3579711424356e-09,3.685066e-05,-4.433554717680699,-3.445547983756954,
geom_243.out,0.00034558478,-4501.08475203,-4501.08511255,-0.0098102539268664,-9002.16986458,-0.000618246,0.9677437885230744,9.358225711114528,2.671445906489218,16.94974155477832,6.190080758876979,9.30805352476768,704_systematic,test,0.0003455848,-3.461445,0.9678353,7.227785,5.86489,0.8660182,-0.2858406,-0.9582772,0.9969883,-0.07755196,9.307943,-0.9151608,0.4030891,0.002470799,0.001723553,0.001664113,,0.006428841,,,0.001664113,2.7692720767690003e-06,0.001664113,-2.7788171864320272,-3.4589392486408927,
geom_499.out,0.00034558478,-4500.98527563,-4500.97271261,0.3418573624284345,-9001.95798824,0.0015897772,2.7794327219387016,9.38821853883286,2.4612047335752054,17.16203733725603,6.319928526606847,8.967351954568386,704_systematic,train,0.0003455848,-3.461445,2.779467,8.185463,3.662538,-5.760129e-05,-0.4311319,0.9022889,-0.4315086,0.9021088,8.967496,-0.111875,0.9937223,-0.005298372,6.995921e-05,3.570705e-05,,0.001967469,0.0288809,,3.570705e-05,1.2749934197024994e-09,3.570705e-05,-4.447246016155938,-3.4589392486408927,
geom_149.out,0.00033470022,-4501.06898736,-4501.07367559,-0.1275733018049661,-9002.14266295,0.0007622956,5.776999899548966,8.604299736129954,2.812694459572351,16.242567957803562,5.513761567797886,6.376538724870825,704_systematic,train,0.0003347002,-3.475344,5.777121,6.145579,1.700605,-4.041006e-05,-0.4313759,0.9021723,-0.4314639,0.9021302,6.376535,0.4714529,0.8818912,-0.001820872,0.004881498,0.004559516,,0.003038164,0.07766713,,0.004559516,2.0789186154255995e-05,0.004559516,-2.341081255855513,-3.4727565998437058,-2.8088598288064075
geom_165.out,0.0003265368,-4501.0212111,-4501.05847683,-1.0140526853081182,-9002.07968793,0.0023434103,4.970026346351562,9.972902159324034,6.285244795242664,16.81853679729518,7.955899232117322,8.646248642967732,704_systematic,train,0.0003265368,-3.486068,4.970206,8.165487,2.842647,0.8660253,0.9999283,0.01197465,0.997012,-0.07724633,8.646145,0.2287235,0.9734914,-1.68475e-06,-1.411735e-06,-9.184133e-07,,-1.640659e-06,0.002892232,,-9.184133e-07,8.434829896168903e-13,9.184133e-07,-6.036961362791549,-3.4834159772706776,
geom_429.out,0.00031020996,-4501.0209726,-4501.10159903,-2.193958037300324,-9002.12257163,-0.0008891991,5.934542283607926,6.095338546267385,3.13732984440543,12.18490258142567,4.886836514758909,1.3908126680766997,704_systematic,test,0.00031021,-3.508344,5.934443,1.09892,0.8527254,0.7070662,0.805692,-0.5923347,-0.4315832,0.9020731,1.390959,-0.8766518,0.4811254,-0.002561737,-0.001237417,-0.001018678,,-0.002777908,0.04398956,,-0.001018678,1.037704867684e-06,0.001018678,-2.9919630726062216,-3.505553246359948,
geom_508.out,0.00030476768,-4501.02234792,-4501.06127764,-1.0593321828064186,-9002.08362556,0.0013023488,4.992194307062076,7.079760977499312,4.539414295681217,14.357590821309648,5.223079474620503,5.020060905911302,704_systematic,train,0.0003047677,-3.516031,4.992132,5.018271,-0.1448929,0.9659118,0.9994597,-0.03286668,0.5651682,0.8249757,5.020362,0.9933419,-0.1152039,-2.769127e-05,-2.518952e-05,-2.223056e-05,,1.160664e-05,0.001927166,,-2.223056e-05,4.941977979136e-10,2.223056e-05,-4.653049577511079,-3.513190398103248,-2.486458446381442
geom_507.out,0.00029660426,-4501.02006922,-4501.05938562,-1.069854286977514,-9002.07945484,0.0019796313,6.991172639188711,9.117217209531262,6.321243741854842,15.256022181876048,7.264384249873764,5.852106866320212,704_systematic,train,0.0002966043,-3.527823,6.991138,5.10171,2.867151,0.9659135,0.4463663,-0.8948503,-0.9969932,0.077489,5.852179,-0.4593257,0.8882679,1.781235e-06,1.086393e-06,1.036423e-06,,-3.775242e-07,2.914911e-05,,1.036423e-06,1.0741726349289998e-12,1.036423e-06,-5.984462538809637,-3.5249040007593666,
geom_254.out,0.00029660426,-4501.02148312,-4501.02146325,0.0005406905169133,-9002.04294637,0.0012530508,4.999798256882925,7.074383080957095,5.014644682994,14.303751149605828,5.241568263135567,5.004888946480477,704_systematic,train,0.0002966043,-3.527823,4.999798,5.004196,-0.09326574,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,5.005065,0.9972231,-0.07447238,-2.961411e-05,-2.649543e-05,-2.169947e-05,,-0.0001828424,0.0004945921,,-2.169947e-05,4.708669982808997e-10,2.169947e-05,-4.663550853459364,-3.5249040007593666,
geom_417.out,0.00028027742,-4501.02418283,-4501.04716881,-0.6254806961515433,-9002.07135164,-0.0021955373,4.968193797612476,7.866666466153246,4.993138434537641,14.60631034833568,6.268974670137055,6.099302556773597,704_systematic,train,0.0002802774,-3.552412,4.968145,6.097232,-0.1654597,0.8659991,0.9699778,-0.2431934,-0.5655799,-0.8246935,6.099477,0.9941174,-0.1083079,-2.133161e-05,-1.292032e-05,-1.30547e-05,,-2.615617e-05,0.0008889177,,-1.30547e-05,1.7042519209e-10,1.30547e-05,-4.884233070645873,-3.549323860647298,
44_ang_xy_job_002.out,0.00027483514,-4501.10787549,-4501.10556733,0.0628082650297552,-9002.21344282,-0.0005223622,4.399949654769371,4.884669896727925,4.407039044778252,11.243791916902412,4.454602027936952,2.121424765457146,704_systematic,test,0.0002748351,-3.560928,4.39995,1.528894,1.470689,1.0,1.0,6.938894000000001e-17,1.0,0.0,2.121425,-0.9969901,0.0775286,0.002053867,0.001526063,0.00148403,,0.0001467161,0.01219939,,0.00148403,2.2023450409e-06,0.00148403,-2.828557319315044,-3.557778783653609,
geom_371.out,0.00027483514,-4501.08017787,-4501.07412347,0.1647487001548767,-9002.15430134,0.0005733681,3.833508924713744,8.970689778789032,2.591935828337384,16.68851026602015,5.704361098298827,8.110331955685297,704_systematic,train,0.0002748351,-3.560928,3.833559,8.103487,-0.3322739,0.2587801,-0.8751388,0.4838719,-0.4314901,0.9021177,8.110296,0.9865946,-0.1631903,-0.005108049,-0.002089252,-0.001837202,,-0.001432648,0.05239983,,-0.001837202,3.375311188804e-06,0.001837202,-2.735843090239317,-3.557778783653609,
geom_139.out,0.000272114,-4501.02074176,-4501.02073937,6.503525118769176e-05,-9002.04148113,0.0005902957,5.999899311878028,7.3484692283495345,6.000476768507649,13.649945006138305,6.16740392931256,4.242783078042709,704_systematic,train,0.000272114,-3.565249,5.999899,3.057675,2.9414,1.0,1.0,-2.359224e-16,1.0,0.0,4.242783,-0.9969969,0.07744101,8.756126e-06,5.813191e-06,5.364289e-06,,-1.53938e-05,0.0001107898,,5.364289e-06,2.8775596475521e-11,5.364289e-06,-5.270487751701253,-3.5620687828936397,
geom_229.out,0.000272114,-4501.02138731,-4501.10214223,-2.197454430085014,-9002.12352954,-0.0007575025,7.932811854880411,7.93426174298693,5.156310856752529,12.943692509989605,6.829440756323902,0.1516755790983362,704_systematic,train,0.000272114,-3.565249,7.932774,0.0002937214,-0.1515486,0.7070918,0.03508414,0.9993844,0.9970072,-0.07730889,0.1515489,0.9999699,0.007752446,0.000100669,5.295959e-05,4.862319e-05,,-4.457205e-06,0.0005940547,,4.862319e-05,2.3642146057761e-09,4.862319e-05,-4.313156543061243,-3.5620687828936397,
geom_248.out,0.00026667172,-4501.10177419,-4501.10127336,0.0136282854486591,-9002.20304755,0.0006034777,6.885716029332992,8.11842489109039,3.3157270603330726,14.411191277524908,6.0553271648214855,4.30066709658661,704_systematic,test,0.0002666717,-3.574023,6.885828,3.221566,2.848922,0.4999728,-0.5332199,-0.8459767,-0.5655355,-0.8247239,4.300563,-0.9700798,0.2427861,0.00265706,0.0006253585,0.0005824506,,0.0007496017,0.03057441,,0.0005824506,3.3924870144036e-07,0.0005824506,-3.234740902272511,-3.570778044375579,
md_007.out,0.00026395058,-4501.01966931,-4501.01990702,-0.0064684218930438,-9002.03957633,-0.0025407997,7.096194038007247,9.168239638560175,7.120973286910225,15.86793260224693,7.437847132880387,5.80522594263276,slater_111_md,train,0.0002639504,-3.578478,7.09619,-2.66223,5.158611,0.999873,-0.6868196,0.7268279,1.0,-1.725643e-05,5.805061,-0.3286772,0.9444423,8.964991e-08,-5.686358e-09,9.191869e-08,-0.0025408,-4.472077e-07,6.27088e-06,,9.191869e-08,8.4490455713161e-15,9.191869e-08,-7.036591448979436,-3.575199058208508,
geom_470.out,0.00025306602,-4501.10454494,-4501.08148565,0.6274755638995941,-9002.18603059,-0.0005154075,3.968076322654229,9.839268321484072,3.394736950934932,17.923528961241114,6.416390599128844,9.003642118595723,704_systematic,train,0.000253066,-3.596766,3.968028,8.99931,-0.2811782,0.8660148,-0.2743946,0.9616172,0.9970095,-0.07727926,9.003701,0.9922055,-0.1246123,-0.001722467,-0.001584969,-0.00141752,,0.0004939591,,,-0.00141752,2.0093629504e-06,0.00141752,-2.84847080456017,-3.593347394426039,
geom_240.out,0.00024762374,-4501.09321296,-4501.07595268,0.4696763831754298,-9002.16916564,-0.0008003444,4.77785877646541,9.665306702407328,3.1040708685861222,16.849510781330746,6.537762610035944,8.401798567196932,704_systematic,train,0.0002476237,-3.606208,4.778377,8.220808,1.734242,-1.234809e-07,-0.5654558,-0.8247786,-0.5654565,-0.8247781,8.401743,0.6736669,0.7390351,4.315628e-05,0.001160133,0.001013633,,0.001006729,0.003430075,,0.001013633,1.027451858689e-06,0.001013633,-2.99411925850456,-3.602714114259161,-2.8202085971684667
geom_466.out,0.0002449026,-4500.84696487,-4500.87748515,-0.8304995471925124,-9001.72445002,0.0010220876,0.9709904239770976,9.208487306542263,2.5012280956530137,17.105307004742738,6.437094954558461,9.157151089246852,704_systematic,train,0.0002449026,-3.611007,0.9708899,7.118092,5.761086,-0.8660019,0.9999296,0.01186841,0.9970288,-0.07702907,9.157365,-0.9131265,0.4076764,-0.004009998,-0.002962037,-0.002653054,,-0.005166854,0.01019463,,-0.002653054,7.038695526916001e-06,0.002653054,-2.5762539101768724,-3.6074743367197177,
md_073.out,0.00023401804,-4501.020671,-4501.02311531,-0.0665130971367432,-9002.043786310001,-0.0019644715,8.121776012701362,8.153489978255447,7.796150849334497,12.158874922836652,8.010805663623417,0.7184380453600515,slater_111_md,train,0.0002340179,-3.630751,8.121799,0.532553,0.4821705,0.9965859,0.8509757,0.5252051,1.0,1.065928e-05,0.7184018,-0.9803747,0.1971432,-2.317402e-08,-1.6785e-08,-1.412105e-08,-0.001964471,2.045989e-07,3.863686e-06,,-1.412105e-08,1.9940405310250002e-16,1.412105e-08,-7.850102255191781,-3.627054800534025,
geom_512.out,0.0002231334799999,-4501.02007823,-4501.02013019,-0.001413904339564,-9002.04020842,-0.0003031281,5.999973019501939,6.405562842869157,6.001965892705572,12.241427762057864,6.085498301491013,2.2431137062562785,704_systematic,train,0.0002231335,-3.651435,5.999973,1.044123,1.985172,1.0,0.4999995,-0.8660257,-0.3011595,0.9535738,2.243011,-0.3578866,-0.9337651,1.204097e-05,7.851398e-06,7.425528e-06,,3.299932e-05,0.000115817,,7.425528e-06,5.5138466078784006e-11,7.425528e-06,-5.129272601458932,-3.6475599154925535,
geom_480.out,0.00022041234,-4501.10655219,-4501.08748441,0.5188609886951021,-9002.1940366,-0.0010504464,7.776285435572474,7.867086913620886,3.838131680022847,13.414887269993883,6.160385370607995,1.1918226927561053,704_systematic,train,0.0002204123,-3.656764,7.776686,1.184821,-0.1280204,-1.240245e-05,-0.5654904,-0.8247549,-0.565513,-0.8247394,1.191717,0.908744,-0.4173539,-0.0003044836,-0.0001739389,-0.0001609591,,-7.954144e-05,0.0650605,,-0.0001609591,2.590783187281e-08,0.0001609591,-3.793284462269231,-3.652841120663573,
geom_126.out,0.00022041234,-4500.99931052,-4501.03374427,-0.9369905447516867,-9002.033054790001,-0.0008801206,0.1141167662219362,9.853634147066504,3.139049258590569,17.648800446055308,6.983607325195626,9.852973321180873,704_systematic,train,0.0002204123,-3.656764,0.1138788,7.22381,-6.700644,0.5000002,0.5897607,-0.8075781,-0.4315365,-0.9020955,9.853023,-0.9887387,-0.1496521,-0.0001169984,0.0009015553,0.0007690838,,-0.002459361,0.002537262,,0.0007690838,5.9148989142244e-07,0.0007690838,-3.1140263359735947,-3.652841120663573,
md_019.out,0.0002176912,-4501.10688198,-4501.10521375,0.045394873826832,-9002.21209573,-0.0004057445,3.8377356631419617,5.673136739347466,3.911218475054033,12.718338478126848,4.049493836175331,4.178069583334189,slater_111_md,train,0.0002176911,-3.662159,3.837715,-3.941106,1.386627,0.9946043,-0.7401634,0.6724271,1.0,-9.376777e-08,4.177924,0.2158426,-0.9764282,-0.0003898491,-0.0001713233,-5.535264e-05,-0.0004057445,0.0007950216,,,-5.535264e-05,3.0639147549695997e-09,5.535264e-05,-4.256861653116533,-3.658187338928297,
md_140.out,0.0002176912,-4501.02082498,-4501.0222809,-0.0396176214852372,-9002.043105879999,0.0011833151,5.912491661991943,7.40238321451254,5.841358785839901,13.654464772018455,6.105360784248053,4.453955500605362,slater_111_md,train,0.0002176911,-3.662159,5.912481,-3.749351,-2.404093,0.9944881,-0.562104,-0.8270666,1.0,-1.580905e-05,4.453908,-0.6517325,0.7584489,8.218708e-06,4.341184e-06,4.879601e-06,0.001183315,-5.626709e-06,0.2744509,,4.879601e-06,2.3810505919201002e-11,4.879601e-06,-5.3116155993605565,-3.658187338928297,
geom_364.out,0.00020952778,-4501.02157657,-4501.10104486,-2.162443426494239,-9002.12262143,-0.0007420994,7.934431040362716,9.078448769863549,5.103105609435297,15.764279300138208,6.808364225994376,4.411693114073737,704_systematic,train,0.0002095278,-3.678758,7.934332,4.040201,1.77242,0.7070798,-0.9158167,-0.4015966,0.9970127,-0.07723822,4.411881,-0.08276457,0.9965691,9.280293e-05,5.515839e-05,4.925788e-05,,-8.712573e-06,0.0004440477,,4.925788e-05,2.4263387420944e-09,4.925788e-05,-4.30752427479089,-3.67463258853271,
geom_363.out,0.00020680664,-4501.02528129,-4501.06673107,-1.1279065434980118,-9002.09201236,-0.0015978863,4.967703261027094,8.676138568520273,5.777840264793152,15.24569621285332,6.929103158295956,7.113178246785734,704_systematic,train,0.0002068066,-3.684436,4.967795,7.111958,-0.1340191,0.8660182,-0.2858406,-0.9582772,0.9969883,-0.07755196,7.11322,0.9971612,-0.07529651,6.165489e-08,2.89939e-07,-5.862155e-08,,-2.134087e-05,0.05606662,,-5.862155e-08,3.4364861244025004e-15,5.862155e-08,-7.231935294276256,-3.680255694992052,-3.2977910889933115
geom_336.out,0.00020680664,-4501.02012602,-4501.09838872,-2.129637634776417,-9002.11851474,-0.0007982209,6.891737558962592,6.894156350874994,3.308206613093868,12.272224775410448,5.231046209825813,0.1826067049544948,704_systematic,train,0.0002068066,-3.684436,6.891645,0.002103839,-0.1824438,0.4999593,0.9970365,0.0769301,0.9970163,-0.07719145,0.1824559,0.9989365,0.04610734,-0.005479439,-0.002133929,-0.001967868,,-0.001569844,0.040997,,-0.001967868,3.872504465424e-06,0.001967868,-2.706004036168865,-3.680255694992052,-3.2977910889933115
md_099.out,0.00019592208,-4501.02049457,-4501.02400031,-0.0953960934370039,-9002.04449488,-0.0012913026,6.860975236188673,7.885831412233842,6.326605567513593,13.90561403879487,6.622122847035836,3.887589982312921,slater_111_md,train,0.000195922,-3.707917,6.861012,-2.236782,-3.17977,0.9886964,-0.4215417,0.906809,1.0,4.516735e-06,3.88769,-0.7715865,-0.6361244,2.040976e-06,1.13112e-06,1.50081e-06,-0.001291303,-4.611563e-07,0.06818633,,1.50081e-06,2.2524306561e-12,1.50081e-06,-5.823673995848144,-3.7035057536093774,
md_090.out,0.00018231638,-4501.02057617,-4501.02328149,-0.0736155446515893,-9002.043857659999,0.0017082756,6.904458823239102,9.069735820324482,6.659315827753929,15.696810801052964,7.416258305435767,5.881203636048722,slater_111_md,train,0.0001823163,-3.739175,6.904476,-4.494995,-3.792607,0.9981462,0.941727,0.3363781,1.0,4.906571e-06,5.881229,-0.9433539,0.3317882,1.907251e-07,-7.309558e-08,2.552215e-07,0.001708276,-1.170196e-06,0.08523535,,2.552215e-07,6.513801406225004e-14,2.552215e-07,-6.593081041568803,-3.734436067778708,
geom_527.out,0.00017959524,-4501.02020225,-4501.02025675,-0.0014830213070832,-9002.040459,0.0003163443,5.999939458465536,7.0037052575009175,6.004653861905447,13.368289182003846,6.105841542889974,3.6128401332876994,704_systematic,train,0.0001795952,-3.745705,5.999939,2.063267,2.965653,1.0,0.4999995,-0.8660257,-0.3011595,0.9535738,3.612779,-0.7582319,-0.6519849,6.811201e-06,5.468648e-06,3.488377e-06,,8.546697e-06,4.607358e-05,,3.488377e-06,1.2168774094129e-11,3.488377e-06,-5.457376461119205,-3.740895539453849,
md_110.out,0.00017143182,-4501.02306445,-4501.02418416,-0.0304688767005072,-9002.04724861,0.0003845437,5.465354233001137,5.951285906923058,5.3422621195345705,11.877100866335772,5.406875296647686,2.355357096866111,slater_111_md,test,0.0001714317,-3.765909,5.465351,2.063732,1.135381,0.9993989,0.03431823,-0.999411,1.0,-2.841494e-05,2.355436,-0.4269026,0.9042976,1.069858e-05,6.158762e-06,8.027912e-06,0.0003845437,9.106566e-05,0.0002781956,,8.027912e-06,6.444737107974401e-11,8.027912e-06,-5.095397342689866,-3.7608712183787865,
geom_98.out,0.00016598954,-4501.06458399,-4501.06073373,0.1047709649649696,-9002.12531772,-0.0008784804,8.776227783287776,9.72638259957118,4.800988578664815,16.218338398567653,7.403843470085317,4.1928921246663045,704_systematic,test,0.0001659895,-3.779919,8.776629,3.160362,2.755504,-2.828869e-08,-0.4314875,0.9021189,-0.4314876,0.9021189,4.192934,-0.9628806,0.2699275,1.676003e-05,-1.836995e-05,-1.568912e-05,,-1.749023e-05,0.001058663,,-1.568912e-05,2.461484863744e-10,1.568912e-05,-4.804401387550299,-3.774717759117624,
geom_30.out,0.00016054726,-4501.01946071,-4501.01944635,0.000390755704622,-9002.03890706,-0.0014912302,6.9998320827157325,9.951928940455312,7.022173808347739,16.635703425387398,8.003426739948894,7.074124712616786,704_systematic,train,0.0001605473,-3.794397,6.999832,5.098928,4.90341,1.0,-0.5,0.8660254,0.9535736,0.3011601,7.074072,-0.9969456,0.07809957,-4.288363e-07,-3.286074e-07,-2.063089e-07,,-2.044279e-07,9.814417e-06,,-2.063089e-07,4.256336221921e-14,2.063089e-07,-6.685479931444149,-3.789020346850166,
44_ang_xy_job_001.out,0.00015238384,-4501.10704514,-4501.10638773,0.0178890464686488,-9002.213432870001,0.0002486926,4.399966435287572,4.621688003316537,4.402458240540164,10.677226543939208,4.617951843328382,1.414317986996838,704_systematic,train,0.0001523838,-3.817061,4.399966,1.019321,0.9804486,1.0,1.0,6.938894000000001e-17,1.0,0.0,1.414318,-0.9969794,0.07766624,-0.002584121,-0.001683613,-0.001583082,,0.0002161463,0.01384941,,-0.001583082,2.506148618724e-06,0.001583082,-2.800496588827184,-3.811398161034783,-1.6715935120941918
md_107.out,0.00014422042,-4501.02151241,-4501.06070268,-1.0664221130858964,-9002.082215089998,-0.0012028764,6.782177503070626,7.994638955944102,6.316595271371675,13.625921945934962,6.975229206756219,4.232767457909977,slater_111_md,train,0.0001442203,-3.840973,6.782156,-3.224267,2.741835,0.9673643,-0.5859357,-0.8103575,1.0,-4.797695e-06,4.232441,-0.948368,-0.3171721,-2.756854e-06,-1.768472e-06,-1.797888e-06,-0.001202876,-6.196666e-07,4.621944e-05,,-1.797888e-06,3.2324012605440003e-12,1.797888e-06,-5.745237124713791,-3.834991972972869,
geom_308.out,0.00014422042,-4501.01944474,-4501.01943567,0.0002468073865184,-9002.03888041,-0.0015265153,6.999818574664353,9.112404382810938,7.005709709222328,15.837946172895334,7.378784297387274,5.834248328418659,704_systematic,train,0.0001442204,-3.840973,6.999819,5.060265,2.903783,1.0,-0.5,0.8660254,0.9535736,0.3011601,5.83423,-0.4908389,0.8712503,-3.328725e-07,-3.245357e-07,-1.154667e-07,,-6.755453e-07,9.75094e-06,,-1.154667e-07,1.3332558808889999e-14,1.154667e-07,-6.937539484807178,-3.834991972972869,
geom_223.out,0.00013333586,-4501.08150892,-4501.10802904,-0.7216495933676325,-9002.18953796,-0.0012845532,0.1665204169878524,9.381048025441135,3.190632707175961,16.505334267807545,6.57809162180347,9.379569979820994,704_systematic,train,0.0001333359,-3.875053,0.1664702,9.219479,-1.725311,-0.2587682,0.01850232,0.9998288,-0.565527,0.8247298,9.379525,0.7384743,-0.6742816,0.0003351746,7.021565e-05,6.700703e-05,,-0.001616072,0.02736695,,6.700703e-05,4.489942069420901e-09,6.700703e-05,-4.173879624697761,-3.868587112961575,
geom_158.out,0.0001224513,-4501.02074875,-4501.02074826,1.333359348373051e-05,-9002.04149701,0.0002574788,5.9997984196767735,7.810249675906654,6.003194182324939,14.775352751091932,6.086135155334625,5.000241886473503,704_systematic,train,0.0001224513,-3.912037,5.999798,4.999307,-0.09670211,1.0,1.0,-1.387779e-17,1.0,0.0,5.000242,0.997009,-0.07728563,7.253103e-06,4.552457e-06,4.422788e-06,,-9.178242e-06,4.76356e-05,,4.422788e-06,1.9561053692944e-11,4.422788e-06,-5.35430377921993,-3.905000562455326,
