Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling,KRR_Predicted_log10
md_031.out,0.0,-4501.01994119,-4501.08021065,-1.6400163838246833,-9002.10015184,-5.42e-08,7.5446308178899315,9.264640532752797,6.885562640181918,15.72767291176085,7.624451131188002,5.3769982353420485,slater_111_md,train,0.0,,7.544606,3.420917,4.148383,0.9790713,-0.928243,-0.3719744,1.0,-6.896679e-06,5.376965,-0.9274531,-0.3739394,-1.52351e-07,-5.105794e-09,-1.988995e-07,-5.42e-08,-7.28966e-07,0.00722379,,-1.988995e-07,3.956101110025e-14,1.988995e-07,-6.701364125136157,-5.698970004336019,
md_022.out,0.0,-4501.10357942,-4501.10015227,0.0932575495067203,-9002.203731689999,6.804e-06,6.9428322361072246,7.447982506859559,6.209410016357914,13.314981481086182,6.783107446286989,2.696205475062381,slater_111_md,train,0.0,,6.942895,-0.3755599,2.669887,0.9778635,0.8143805,0.5803313,1.0,3.889534e-06,2.696171,0.8477897,0.5303326,6.901549e-06,4.169619e-06,4.280589e-06,6.804e-06,3.337484e-06,6.627962e-05,,4.280589e-06,1.8323442186921e-11,4.280589e-06,-5.368496367415572,-5.698970004336019,
md_147.out,0.0,-4501.13540096,-4501.13858801,-0.0867240923624887,-9002.273988969999,1.032e-07,3.781454057588293,4.243908036746791,3.2661446790583235,11.10354726405886,3.733688987368257,1.926489199220446,slater_111_md,train,0.0,,3.781425,1.471956,1.242851,0.9882565,-0.7625525,0.6469264,1.0,-7.214623e-06,1.926482,-0.9438281,0.3304368,-0.006179841,-0.006966027,-0.006922371,1.032e-07,0.0003863943,0.05777827,,-0.006922371,4.7919220261641e-05,0.006922371,-2.1597451286233227,-5.698970004336019,
md_080.out,0.0,-4501.02381734,-4501.06305981,-1.0678425481418925,-9002.086877149999,1.93e-08,5.498753458478513,7.400304555343855,5.474107518880316,14.372013057869868,5.681420107808346,4.952597087863457,slater_111_md,train,0.0,,5.498747,-1.3924,4.752629,0.9995439,-0.9665067,0.2566414,1.0,-5.066918e-05,4.952399,0.4175973,0.9086322,0.0001088412,6.948077e-05,6.656638e-05,1.93e-08,-3.570259e-05,0.0006960727,,6.656638e-05,4.4310829463043995e-09,6.656638e-05,-4.176745053600436,-5.698970004336019,
md_151.out,0.0,-4501.05079608,-4501.10686373,-1.5256792512328914,-9002.15765981,-3.843e-07,3.6508588211964654,6.141530160505768,3.5189732353408143,13.538457028676383,4.178156391534548,4.938585078754232,slater_111_md,train,0.0,,3.65087,0.233162,4.932899,0.9979547,-0.9925142,0.1221295,1.0,1.351035e-05,4.938407,0.9822065,-0.1878044,-0.0007746776,-0.0009850794,-0.001040587,-3.843e-07,-0.005351712,0.002882078,,-0.001040587,1.082821304569e-06,0.001040587,-2.982721603607416,-5.698970004336019,
md_071.out,0.0,-4501.02050648,-4501.06160977,-1.1184780655097375,-9002.08211625,-1e-10,6.388913865484183,6.471057542558327,6.330565063715719,11.172857936873491,6.435680515385067,1.02779635070619,slater_111_md,train,0.0,,6.388911,-0.9433487,-0.4078733,0.9998414,-0.8980842,-0.4398236,1.0,-6.183881e-05,1.027749,-0.06154228,0.9981045,1.688693e-05,1.081178e-05,1.030638e-05,-1e-10,1.264624e-05,0.0002286454,,1.030638e-05,1.062214687044e-10,1.030638e-05,-4.986893806844948,-5.698970004336019,
md_070.out,0.0,-4501.02061576,-4501.08017682,-1.6207398280923155,-9002.10079258,-7e-09,7.373153546267982,9.305088353617124,6.770435004457321,15.926017061107338,7.533183595677594,5.676378779801158,slater_111_md,train,0.0,,7.37313,-0.1206574,5.674882,0.9776053,-0.8200374,-0.5723099,1.0,-8.025329e-06,5.676164,0.9963868,0.08493137,-5.905155e-08,-1.022498e-07,6.431277e-08,-7e-09,-2.224907e-07,0.01165876,,6.431277e-08,4.1361323850729e-15,6.431277e-08,-7.1916960318228025,-5.698970004336019,
geom_100.out,0.0,-4501.02183062,-4501.0872099,-1.7790617397765849,-9002.109040520001,6.166e-07,8.88600832437655,9.623681778145306,5.414044628193325,15.421608275581798,7.540842417747834,3.695146414706273,704_systematic,test,0.0,,8.886246,3.20052,1.846593,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,3.695028,-0.4990027,0.8666004,8.914207e-06,1.147457e-05,1.017159e-05,,-5.500557e-07,0.0001321408,,1.017159e-05,1.034612431281e-10,1.017159e-05,-4.992611111140276,-5.698970004336019,
geom_193.out,0.0,-4501.06469155,-4501.08945394,-0.6738192992330282,-9002.15414549,-5.596e-06,5.9325469133981175,9.673941230498665,4.1118206804677175,17.12489415962084,6.688738713843216,7.641336666544177,704_systematic,test,0.0,,5.932509,7.135571,2.733923,0.7070783,-0.8830449,-0.4692885,-0.4315198,0.9021035,7.641381,0.1070389,0.9942548,0.0003169717,0.0002496106,0.0002161967,,7.149007e-05,0.3096027,,0.0002161967,4.6741013090890006e-08,0.0002161967,-3.665150937341205,-5.698970004336019,
geom_525.out,0.0,-4501.12535629,-4501.09351324,0.8664939707736491,-9002.21886953,2.55e-08,5.990919197474271,10.413935770230244,6.317122547544332,17.37305041345054,8.1627348968494,8.518153872513412,704_systematic,train,0.0,,5.990957,6.173165,5.869368,0.965922,-0.9983129,-0.058063,0.4312143,-0.9022495,8.518066,-0.9949153,0.1007155,-2.755199e-06,-1.857684e-06,-1.714312e-06,,-7.328127e-09,4.725903e-05,,-1.714312e-06,2.938865633344e-12,1.714312e-06,-5.76590988150114,-5.698970004336019,
geom_294.out,0.0,-4501.12628992,-4501.11374858,0.3412674192786664,-9002.2400385,2.1e-09,4.990870311567643,6.434624244934354,4.851635322743972,13.021648535697508,5.508839509729159,4.061477896851059,704_systematic,train,0.0,,4.99087,4.061084,-0.07196104,0.9659171,0.9999964,-0.002676994,0.9969556,-0.07797162,4.061722,0.9974897,-0.07081192,4.753549e-05,2.786967e-05,2.721767e-05,,-5.511965e-05,0.1213988,,2.721767e-05,7.408015602289e-10,2.721767e-05,-4.565149039864596,-5.698970004336019,
geom_355.out,0.0,-4501.0592567,-4501.08229006,-0.6267699722854235,-9002.14154676,1.2803e-06,5.886829858612396,6.515423341110615,2.479969942755355,13.067441336368534,4.896431811644476,2.792127420021972,704_systematic,train,0.0,,5.886826,2.133408,1.801347,0.499965,-0.9988789,-0.04733936,-0.4315087,0.9021088,2.792182,-0.943827,0.3304399,0.005669113,-0.0006987522,-0.0005415223,,0.002682273,,,-0.0005415223,2.9324640139729e-07,0.0005415223,-3.2663836535320865,-5.698970004336019,
geom_351.out,0.0,-4501.12733773,-4501.06507612,1.6942255743526518,-9002.19241385,-9.4e-09,8.83473803294701,8.837191206772713,5.066701087068291,13.990406032868274,7.265532408934323,0.2082121856677973,704_systematic,train,0.0,,8.835173,0.1782305,-0.1074004,0.258819,-0.7955053,0.6059467,-0.5654455,-0.8247857,0.2080889,-0.5634028,-0.8261824,4.578955e-05,-5.184961e-06,-6.56206e-06,,-1.676624e-05,0.01027187,,-6.56206e-06,4.30606314436e-11,6.56206e-06,-5.1829597367905285,-5.698970004336019,
geom_348.out,0.0,-4501.13080471,-4501.08990806,1.1128551018078878,-9002.22071277,9.9e-09,5.968195121578273,8.505326217242523,5.192209678717241,15.14584326489232,6.483877300717835,6.0598037140226175,704_systematic,train,0.0,,5.968147,6.056346,-0.2073716,0.8660052,-0.6955981,-0.7184311,-0.4315232,0.9021018,6.059895,0.9906427,-0.1364808,4.377462e-05,1.421085e-05,1.249875e-05,,6.340785e-06,0.0003501097,,1.249875e-05,1.562187515625e-10,1.249875e-05,-4.903133383864719,-5.698970004336019,
geom_319.out,0.0,-4501.10145368,-4501.09963222,0.0495644766556597,-9002.2010859,8.88e-08,5.833614031237042,9.355018656081503,3.3165702534583823,16.35032726525096,6.4241299761012005,7.313365941219359,704_systematic,train,0.0,,5.833664,6.258943,3.782887,0.2587682,0.01850232,-0.9998288,-0.565527,-0.8247298,7.313317,-0.5677656,0.8231902,-0.002219169,0.0005025346,0.0004322731,,0.0006950197,0.01593101,,0.0004322731,1.8686003298361005e-07,0.0004322731,-3.364241788409746,-5.698970004336019,
geom_313.out,0.0,-4501.08554572,-4501.08760742,-0.0561017433803519,-9002.17315314,-4.692e-07,4.932706303971484,6.539355312726324,2.661879284888028,13.54251558320558,4.432153420050122,4.293201186159575,704_systematic,train,0.0,,4.932668,3.193742,2.86907,0.7070695,0.8479343,-0.5301013,-0.5655412,-0.8247201,4.293198,-0.977189,0.2123714,0.007707364,0.007422493,0.00677479,,0.009021616,,,0.00677479,4.5897779544100005e-05,0.00677479,-2.1691041621244618,-5.698970004336019,
geom_310.out,0.0,-4501.02210745,-4501.08111534,-1.6056872979577024,-9002.10322279,0.0,5.96869839275855,9.898956624116806,6.139360312017775,16.24218263547095,8.091999020025892,7.8970869149596865,704_systematic,train,0.0,,5.968848,6.207098,4.88199,0.8660244,-0.7076022,0.706611,0.996999,-0.07741485,7.896955,-0.8889584,0.457988,2.418057e-06,1.574871e-06,1.533467e-06,,-3.056485e-07,4.152805e-05,,1.533467e-06,2.351521040089e-12,1.533467e-06,-5.814325282328007,-5.698970004336019,
geom_295.out,0.0,-4501.12404169,-4501.12741121,-0.0916893565274113,-9002.2514529,2e-10,4.932504728661021,9.956758905692254,4.813383599406451,16.673033922157927,7.340646697591568,8.64912972545901,704_systematic,train,0.0,,4.932466,8.192808,2.772413,0.7070695,0.8479343,-0.5301013,-0.5655412,-0.8247201,8.649183,0.2624847,0.9649361,-4.891854e-05,-2.183992e-05,-1.890098e-05,,-4.816506e-07,0.0004883748,,-1.890098e-05,3.5724704496039997e-10,1.890098e-05,-4.723515654460074,-5.698970004336019,
geom_99.out,0.0,-4501.10457221,-4501.08700591,0.4780036158199617,-9002.19157812,-1.125e-07,7.886655088641725,9.970610077316683,5.575117807917874,16.557274559943643,7.71452473394784,6.100306289580105,704_systematic,train,0.0,,7.886651,6.094078,-0.2756202,0.499965,-0.9988789,-0.04733936,-0.4315087,0.9021088,6.100308,0.9837025,-0.1798038,1.369078e-05,1.450793e-06,1.308484e-06,,7.665378e-07,0.0001349764,,1.308484e-06,1.712130378256e-12,1.308484e-06,-5.883231251590831,-5.698970004336019,
geom_374.out,0.0,-4501.01943864,-4501.01941321,0.0006919859095645,-9002.03885185,2.181e-07,7.999966326025883,8.124542180078333,8.003381201525576,12.615182558153093,8.031906323866707,1.4172947535089233,704_systematic,train,0.0,,7.999966,1.02239,0.9814752,1.0,-0.5,0.8660254,0.9535736,0.3011601,1.417242,-0.9966676,0.08157046,5.099182e-09,4.090666e-11,4.343694e-09,,2.50545e-07,0.2458676,,4.343694e-09,1.8867677565636e-17,4.343694e-09,-8.362040805818598,-5.698970004336019,
geom_505.out,0.0,-4501.02724234,-4501.05642727,-0.7941628042062415,-9002.083669610001,4.6941e-06,4.999818540178412,7.684631355896586,5.030746697530298,14.97016688416375,5.477336062189722,5.835698213694504,704_systematic,train,0.0,,4.999819,5.061344,2.904854,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,5.835699,-0.4910729,0.8711185,0.0003621862,0.0002352306,0.0002250172,,-0.000116239,0.002234193,,0.0002250172,5.063274029584001e-08,0.0002250172,-3.647784281827083,-5.698970004336019,
geom_506.out,0.0,-4501.02724236,-4501.05642727,-0.794162259983997,-9002.08366963,4.6941e-06,4.999818540178412,7.684631355896586,5.030746697530298,14.97016688416375,5.477336062189722,5.835698213694504,704_systematic,test,0.0,,4.999819,5.061344,2.904854,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,5.835699,-0.4910729,0.8711185,0.0003621862,0.0002352306,0.0002250172,,-0.000116239,0.002234193,8.551224e-05,0.0002250172,5.063274029584001e-08,0.0002250172,-3.647784281827083,-5.698970004336019,
geom_523.out,0.0,-4501.02596916,-4501.05798986,-0.8713280759669584,-9002.083959020001,1.2263e-06,4.99993948536469,6.16684514772578,4.999220953692785,12.865705837378842,5.061232618327674,3.609790051889456,704_systematic,test,0.0,,4.999939,2.061904,2.962848,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,3.609698,-0.758581,-0.6515787,-0.0003651209,-0.0002407182,-0.0002201587,,3.513108e-05,0.002293856,,-0.0002201587,4.846985318569e-08,0.0002201587,-3.657264145900053,-5.698970004336019,
geom_541.out,0.0,-4501.04506124,-4501.05668021,-0.316168440263432,-9002.10174145,9.54e-08,5.99993273050354,6.635151322767929,6.021552988708229,12.521108359075605,6.176339882014591,2.833026703979568,704_systematic,test,0.0,,5.999933,2.042613,1.963028,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,2.832975,-0.9968445,0.07937949,-3.678508e-05,-2.345886e-05,-2.235513e-05,,2.765981e-05,0.0003496778,,-2.235513e-05,4.997518373169001e-10,2.235513e-05,-4.6506227808435705,-5.698970004336019,
geom_540.out,0.0,-4501.06713926,-4501.08625981,-0.5202969342830575,-9002.15339907,2.1978e-06,5.96781445898023,8.479254339574265,3.980229630185298,15.56704346380426,6.151430435275603,6.023532579672456,704_systematic,train,0.0,,5.967833,1.195064,5.903716,0.8660121,-0.9999455,0.0104395,-0.9969993,0.07741028,6.023458,0.6974898,-0.7165947,-0.0001666407,5.623343e-05,5.034415e-05,,0.0003317019,0.2752717,,5.034415e-05,2.5345334392225e-09,5.034415e-05,-4.298050978655128,-5.698970004336019,
geom_524.out,0.0,-4501.02529879,-4501.05660895,-0.8519932878109574,-9002.081907740001,-2.5038e-06,4.999959747441759,8.06499950874326,5.010271687593797,15.457442695800752,5.663257332739172,6.328081826271776,704_systematic,train,0.0,,4.99996,2.119898,5.962288,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,6.327941,0.2029306,-0.9791931,0.0004855719,0.0003202293,0.0003058779,,-7.943867e-05,0.003027907,,0.0003058779,9.356128970841e-08,0.0003058779,-3.5144518986951034,-5.698970004336019,
geom_511.out,0.0,-4501.04648909,-4501.05831424,-0.3217788867051649,-9002.10480333,5.98e-08,4.999966292375403,5.19736732163785,4.999763472070653,10.858046073751622,5.030672559328921,1.418789678260581,704_systematic,train,0.0,,4.999966,1.023428,0.9825533,1.0,-1.0,5.390476e-07,0.6752376,0.7376003,1.418738,-0.9966811,0.08140504,0.0006542508,0.0004294596,0.0004008309,,0.0001745805,0.003949086,,0.0004008309,1.6066541039481e-07,0.0004008309,-3.397038805063772,-5.698970004336019,
geom_51.out,0.0,-4501.08013523,-4501.08461265,-0.1218368665771893,-9002.16474788,-5.3279e-06,5.886894696414228,5.889892008282071,2.56840020933849,11.449486959382284,4.4600082751353725,0.1878794894474479,704_systematic,train,0.0,,5.88689,0.1651171,-0.08974297,0.4999545,0.5404253,-0.841392,-0.5655278,-0.8247292,0.1879294,-0.4083032,-0.9128464,-0.01098927,-0.01163929,-0.01104647,,-0.007606164,0.1506781,,-0.01104647,0.0001220244994608,0.01104647,-1.956776482522957,-5.698970004336019,
geom_386.out,0.0,-4501.02069931,-4501.11235294,-2.494023587384989,-9002.13305225,-3.55689e-05,9.885819050897943,9.88757866625237,6.263148447819595,14.930359194698095,8.242147441393474,0.1865303574012849,704_systematic,train,0.0,,9.885931,0.09300598,-0.1615351,0.4999835,-0.4660281,0.8847699,-0.4315001,0.9021129,0.1863967,-0.4958681,0.8683979,2.015985e-06,4.787926e-07,5.094197e-07,,-2.775667e-07,1.617572e-05,,5.094197e-07,2.595084307480901e-13,5.094197e-07,-6.2929234117219846,-5.698970004336019,
geom_147.out,0.0,-4501.11873041,-4501.12617912,-0.2026898272956985,-9002.24490953,-0.0,6.990930993912133,8.188534501618467,6.267689536116639,14.259046950842158,7.083037579828727,4.26368163944668,704_systematic,train,0.0,,6.99093,3.11073,2.915805,0.9659176,-0.5023163,-0.8646839,-0.5657439,-0.824581,4.263632,-0.9916481,0.128973,1.640355e-06,7.631072e-07,8.43993e-07,,-2.536784e-07,1.643152e-05,,8.43993e-07,7.12324184049e-13,8.43993e-07,-6.07366064078685,-5.698970004336019,
geom_28.out,0.0,-4501.11305335,-4501.07993799,0.9011153071042912,-9002.19299134,0.0,9.935482785518,9.93668152898567,6.968550881063939,14.77312663500469,8.538844138737396,0.1543425643185925,704_systematic,train,0.0,,9.935768,0.1541844,-0.003048275,0.7071067,0.9994866,0.03203918,0.9970123,-0.07724257,0.1542146,0.9968755,-0.07898859,-3.843677e-07,-1.672829e-07,-1.591057e-07,,-1.227046e-07,8.754291e-06,,-1.591057e-07,2.531462377249e-14,1.591057e-07,-6.798311531781687,-5.698970004336019,
geom_101.out,0.0,-4501.06382227,-4501.05517447,0.2353187449278875,-9002.118996739999,-7.3567e-06,3.888702729359292,9.81035563360274,2.681208578329929,17.511980643451786,6.594156822196831,9.006723529699055,704_systematic,test,0.0,,3.888623,8.999782,-0.3579286,0.4999666,-0.9625138,0.2712326,0.9970094,-0.07728037,9.006897,0.9873862,-0.1583304,-5.174165e-05,0.002897374,0.002592584,,-0.0003152853,0.008029288,,0.002592584,6.721491797056001e-06,0.002592584,-2.5862671633555987,-5.698970004336019,
geom_153.out,0.0,-4501.07991568,-4501.12895224,-1.3343534487806468,-9002.20886792,0.0,8.936599532342957,9.794272694787756,6.072555323774744,15.649313016597883,7.9647748583969395,4.008112575563798,704_systematic,train,0.0,,8.936489,4.00211,-0.2250532,0.7070735,0.9994925,0.03185623,0.997021,-0.07713021,4.008433,0.9748615,-0.2228119,7.979996e-07,-2.100487e-07,-2.107349e-07,,1.76594e-07,1.445781e-05,,-2.107349e-07,4.4409198078009997e-14,2.107349e-07,-6.676261473676168,-5.698970004336019,
geom_25.out,0.0,-4501.01971525,-4501.07514505,-1.508322459712622,-9002.0948603,-2.5943e-06,4.885682100628295,7.582205504275125,3.137154038208197,14.306013839846724,5.690495720568992,5.798271356245781,704_systematic,train,0.0,,4.885794,4.267837,3.92479,0.499971,0.9992473,-0.03879321,0.9969959,-0.07745395,5.798139,-0.9860225,0.1666125,0.00070198,0.002030106,0.001829594,,0.002764425,,0.2517102,0.001829594,3.347414204836e-06,0.001829594,-2.737645272393912,-5.698970004336019,
geom_112.out,0.0,-4501.10183312,-4501.10686314,-0.1368738862293405,-9002.20869626,-2.2212e-06,6.7759817073109305,6.77938135615854,2.627571382460427,12.07926359871677,5.1076329539430505,0.2146706184312231,704_systematic,train,0.0,,6.776237,0.1865529,-0.1060534,-3.149271e-05,-0.5655437,-0.8247183,-0.5655417,-0.8247197,0.214591,-0.4767162,-0.8790572,-0.0003896827,-0.0006630065,-0.0005935827,,0.001028384,0.1902091,,-0.0005935827,3.5234042173929e-07,0.0005935827,-3.2265187643491715,-5.698970004336019,
geom_136.out,0.0,-4501.08578985,-4501.03624882,1.3480807837420088,-9002.12203867,3.6e-09,5.776990557278206,8.334001223997511,2.666561784450531,16.00656917792723,5.285358437511026,6.006825825900934,704_systematic,train,0.0,,5.777112,5.997919,-0.3278584,-2.106085e-05,0.9969957,-0.07745669,0.9969997,-0.07740601,6.006873,0.9762387,-0.2166979,0.005054187,0.004918984,0.004659307,,-0.008278109,,,0.004659307,2.1709141720248995e-05,0.004659307,-2.331678673014403,-5.698970004336019,
geom_462.out,0.0,-4501.06605426,-4501.0856776,-0.5339785540809029,-9002.15173186,-7.334e-07,7.886816348890096,8.162689343218263,4.491773679159492,13.722085567451948,6.580001556693129,2.104192289874881,704_systematic,train,0.0,,7.886812,2.094826,-0.1982947,0.499965,-0.9988789,-0.04733936,-0.4315087,0.9021088,2.10419,0.9295845,-0.3686091,-0.0005062605,-0.0001734206,-0.0001575352,,3.53291e-05,0.002726436,,-0.0001575352,2.4817339239040002e-08,0.0001575352,-3.802622388592255,-5.698970004336019,
geom_293.out,0.0,-4501.12388327,-4501.11979849,0.1111525824943053,-9002.24368176,1.16e-08,4.969460715417504,8.021538897537368,3.1401217886946675,15.487658192488786,5.121177925791487,6.296788584876196,704_systematic,train,0.0,,4.969369,6.040572,1.778486,0.8660063,-0.7004511,-0.7137004,0.9970171,-0.07718132,6.296946,0.4127441,0.910847,0.001259094,-0.0001709545,-0.0002054233,,-0.001188761,,,-0.0002054233,4.219873218289e-08,0.0002054233,-3.687350296270493,-5.698970004336019,
geom_486.out,0.0,-4501.06637074,-4501.06810736,-0.0472558614672982,-9002.1344781,-3.57e-08,4.832660366907375,9.84780451395198,2.603343411652216,17.24086704805199,6.623372878085606,8.580480611430554,704_systematic,train,0.0,,4.832981,8.15637,2.664132,0.258819,0.1210461,0.9926469,-0.4315156,0.9021055,8.580441,0.3031219,0.9529518,0.0008723351,0.0002447546,0.0002400087,,0.003421067,0.03370731,,0.0002400087,5.760417607569e-08,0.0002400087,-3.619773013589268,-5.698970004336019,
geom_42.out,0.0,-4501.10446211,-4501.08452336,0.5425613017421121,-9002.18898547,-3.627e-07,0.0682330988715409,10.135478729554514,3.493276562367772,17.927840805665834,6.83271447746033,10.135249050786586,704_systematic,train,0.0,,0.06807285,10.13153,0.2709914,-0.7070981,-0.8686181,-0.4954822,-0.5655095,0.8247418,10.13515,0.9942848,0.10676,-0.0004002659,-0.0005907577,-0.0005266914,,0.0002573914,0.0181053,,-0.0005266914,2.7740383083396e-07,0.0005266914,-3.278443772071104,-5.698970004336019,
geom_451.out,0.0,-4501.0200458,-4501.02049688,-0.0122745183105844,-9002.040542679999,1.927e-07,7.999878884500728,8.545651056305307,8.011006995496881,13.950432142046711,8.086574420427352,3.0050107835832094,704_systematic,test,0.0,,7.999879,3.004691,-0.05462557,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,3.005187,0.9973576,-0.07264833,-1.31101e-08,-2.298407e-08,3.837689e-09,,1.239169e-07,6.32055e-07,,3.837689e-09,1.4727856860721006e-17,3.837689e-09,-8.41581707179899,-5.698970004336019,
geom_45.out,0.0,-4501.11560252,-4501.12559224,-0.2718342668023953,-9002.24119476,-5.4e-09,3.991423060820405,7.585375667238638,4.09915721961649,14.842712795328955,5.5025230078411305,6.450307431641306,704_systematic,train,0.0,,3.99149,5.135711,3.902532,0.9659253,-0.5525593,0.8334736,0.9969865,-0.07757559,6.450216,-0.8564664,0.5162028,-0.0006300633,-0.0003478744,-0.0003603525,,-0.0007453849,0.007208267,,-0.0003603525,1.2985392425625e-07,0.0003603525,-3.443272459405205,-5.698970004336019,
geom_437.out,0.0,-4501.09014924,-4501.06955473,0.5604054494053601,-9002.15970397,-4.8002e-06,6.832629524055344,6.835758443376639,2.81155339259154,12.157965966249204,5.1141044910378,0.2068025222337817,704_systematic,train,0.0,,6.832809,0.1026993,-0.1793,0.2588005,-0.4494311,0.893315,-0.4314825,0.9021213,0.2066292,-0.4880536,0.8728137,0.001040852,0.0004226358,0.0004128982,,-0.001175862,0.04653671,,0.0004128982,1.7048492356324e-07,0.0004128982,-3.384157009344903,-5.698970004336019,
geom_433.out,0.0,-4501.13002332,-4501.12706394,0.0805288729318084,-9002.25708726,-2.1e-09,7.934475159864197,8.984101290257863,5.163103469842242,15.448926529660046,6.879835399337763,4.214045553990963,704_systematic,train,0.0,,7.934376,3.13729,2.813674,0.7070662,0.805692,-0.5923347,-0.4315832,0.9020731,4.214184,-0.9764815,0.2156013,2.513649e-05,2.358728e-05,1.971706e-05,,-7.299801e-06,0.0003982048,,1.971706e-05,3.887624550436e-10,1.971706e-05,-4.705157819952933,-5.698970004336019,
geom_430.out,0.0,-4501.07827311,-4501.06118244,0.46506105762606,-9002.139455550001,-3.601e-06,1.9319216147722649,8.882363935194956,2.465636186795813,16.674572392070058,5.848559748390709,8.669721330678843,704_systematic,train,0.0,,1.932082,7.228827,4.786053,0.7070981,-0.8686181,0.4954822,-0.5655095,-0.8247418,8.669616,-0.695045,0.7189662,-0.01003757,-0.009224206,-0.008600117,,0.006723299,,,-0.008600117,7.396201241368898e-05,0.008600117,-2.065495640321196,-5.698970004336019,
geom_43.out,0.0,-4501.12670663,-4501.1229894,0.1011510324190851,-9002.24969603,-1e-10,6.775813902128916,9.839757698857731,4.066386815961438,16.785083125543107,7.561754055257616,7.135066750630054,704_systematic,train,0.0,,6.776069,5.282275,4.796355,-3.149271e-05,-0.5655437,-0.8247183,-0.5655417,-0.8247197,7.134946,-0.9814903,0.191512,0.0002202998,0.0002812651,0.0002567134,,0.0001722546,0.001074686,,0.0002567134,6.590176973956003e-08,0.0002567134,-3.590551459616669,-5.698970004336019,
geom_423.out,0.0,-4501.06493468,-4501.08669092,-0.5920177491437879,-9002.1516256,-1.5382e-06,6.885947958000357,9.908378119904691,4.253769973567095,16.662290532981743,7.331402073908168,7.124582632457618,704_systematic,train,0.0,,6.886186,5.25806,4.807385,0.4999892,-0.9942668,0.1069279,-0.565502,-0.8247469,7.124474,-0.9840261,0.1780244,0.0003050437,8.040337e-05,7.586564e-05,,0.0001235262,0.002538953,0.0001115185,7.586564e-05,5.755595332609599e-09,7.586564e-05,-4.1199548684076746,-5.698970004336019,
md_098.out,0.0,-4501.02197142,-4501.062828,-1.1117647410080311,-9002.084799420001,1.1e-09,5.301195403821002,6.016360371346866,5.174365408672449,12.370334995818018,5.454123411887651,2.84498144254406,slater_111_md,train,0.0,,5.3012,0.4345535,2.811412,0.9994071,-0.8976355,-0.4407387,1.0,5.540356e-05,2.844797,0.817686,-0.5756645,-0.0002673913,-0.0001744783,-0.0001665565,1.1e-09,0.0001414581,0.001674231,,-0.0001665565,2.774106769225001e-08,0.0001665565,-3.7784384113467104,-5.698970004336019,
